date,issue,issue_tweets_female,issue_tweets_male,total_tweets_female,total_tweets_male,mip_female,mip_male,country,male_attention,female_attention,attention,mip,total_tweets,date_int
2018-02-13,health,9.0,19.0,78.0,409.0,0.26,0.17,us,0.0464547677261613,0.1153846153846153,0.0574948665297741,0.215,487.0,8
2018-02-13,immigration,2.0,12.0,78.0,409.0,0.08,0.1,us,0.0293398533007334,0.0256410256410256,0.028747433264887,0.09,487.0,8
2018-02-13,international_affairs,0.0,6.0,78.0,409.0,0.0,0.01,us,0.0146699266503667,0.0,0.0123203285420944,0.005,487.0,8
2018-02-13,tax,10.0,33.0,78.0,409.0,0.02,0.04,us,0.0806845965770171,0.1282051282051282,0.0882956878850102,0.03,487.0,8
2018-02-20,crime,2.0,13.0,75.0,364.0,0.07,0.05,us,0.0357142857142857,0.0266666666666666,0.0341685649202733,0.06,439.0,9
2018-02-20,defense,2.0,10.0,75.0,364.0,0.09,0.09,us,0.0274725274725274,0.0266666666666666,0.0273348519362186,0.09,439.0,9
2018-02-20,economy,6.0,36.0,75.0,364.0,0.12,0.19,us,0.0989010989010989,0.08,0.0956719817767653,0.155,439.0,9
2018-02-20,education,10.0,59.0,75.0,364.0,0.07,0.06,us,0.1620879120879121,0.1333333333333333,0.1571753986332574,0.065,439.0,9
2018-02-20,environment,3.0,14.0,75.0,364.0,0.06,0.08,us,0.0384615384615384,0.04,0.0387243735763098,0.07,439.0,9
2018-02-20,health,10.0,14.0,75.0,364.0,0.23,0.14,us,0.0384615384615384,0.1333333333333333,0.0546697038724373,0.185,439.0,9
2018-02-20,immigration,4.0,3.0,75.0,364.0,0.05,0.08,us,0.0082417582417582,0.0533333333333333,0.0159453302961275,0.065,439.0,9
2018-02-20,international_affairs,2.0,10.0,75.0,364.0,0.01,0.02,us,0.0274725274725274,0.0266666666666666,0.0273348519362186,0.015,439.0,9
2018-02-20,tax,4.0,40.0,75.0,364.0,0.02,0.03,us,0.1098901098901098,0.0533333333333333,0.1002277904328018,0.025,439.0,9
2018-02-27,crime,13.0,19.0,168.0,647.0,0.07,0.05,us,0.0293663060278207,0.0773809523809523,0.0392638036809816,0.06,815.0,10
2018-02-27,defense,4.0,28.0,168.0,647.0,0.09,0.06,us,0.0432766615146831,0.0238095238095238,0.0392638036809816,0.075,815.0,10
2018-02-27,economy,34.0,95.0,168.0,647.0,0.12,0.2,us,0.1468315301391035,0.2023809523809523,0.158282208588957,0.16,815.0,10
2018-02-27,education,15.0,66.0,168.0,647.0,0.07,0.05,us,0.1020092735703245,0.0892857142857142,0.0993865030674846,0.06,815.0,10
2018-02-27,environment,9.0,34.0,168.0,647.0,0.1,0.07,us,0.0525502318392581,0.0535714285714285,0.052760736196319,0.085,815.0,10
2018-02-27,health,8.0,69.0,168.0,647.0,0.2299999999999999,0.15,us,0.106646058732612,0.0476190476190476,0.0944785276073619,0.19,815.0,10
2018-02-27,immigration,19.0,20.0,168.0,647.0,0.07,0.12,us,0.0309119010819165,0.1130952380952381,0.0478527607361963,0.095,815.0,10
2018-02-27,international_affairs,4.0,16.0,168.0,647.0,0.01,0.02,us,0.0247295208655332,0.0238095238095238,0.0245398773006134,0.015,815.0,10
2018-02-27,tax,7.0,37.0,168.0,647.0,0.04,0.04,us,0.0571870170015456,0.0416666666666666,0.0539877300613496,0.04,815.0,10
2018-03-06,crime,5.0,15.0,114.0,617.0,0.06,0.05,us,0.0243111831442463,0.043859649122807,0.027359781121751,0.055,731.0,11
2018-03-06,defense,7.0,58.0,114.0,617.0,0.12,0.05,us,0.0940032414910859,0.0614035087719298,0.0889192886456908,0.0849999999999999,731.0,11
2018-03-06,economy,19.0,76.0,114.0,617.0,0.11,0.19,us,0.1231766612641815,0.1666666666666666,0.1299589603283173,0.15,731.0,11
2018-03-06,education,12.0,59.0,114.0,617.0,0.06,0.04,us,0.0956239870340356,0.1052631578947368,0.0971272229822161,0.05,731.0,11
2018-03-06,environment,5.0,40.0,114.0,617.0,0.05,0.1,us,0.0648298217179902,0.043859649122807,0.0615595075239398,0.075,731.0,11
2018-03-06,health,3.0,30.0,114.0,617.0,0.23,0.18,us,0.0486223662884927,0.0263157894736842,0.0451436388508891,0.205,731.0,11
2018-03-06,immigration,6.0,25.0,114.0,617.0,0.08,0.12,us,0.0405186385737439,0.0526315789473684,0.042407660738714,0.1,731.0,11
2018-03-06,international_affairs,9.0,41.0,114.0,617.0,0.01,0.02,us,0.06645056726094,0.0789473684210526,0.0683994528043775,0.015,731.0,11
2018-03-06,tax,2.0,24.0,114.0,617.0,0.02,0.04,us,0.0388978930307941,0.0175438596491228,0.0355677154582763,0.03,731.0,11
2018-03-13,crime,7.0,36.0,95.0,515.0,0.07,0.05,us,0.0699029126213592,0.0736842105263157,0.0704918032786885,0.06,610.0,12
2018-03-13,defense,3.0,36.0,95.0,515.0,0.09,0.06,us,0.0699029126213592,0.031578947368421,0.0639344262295081,0.075,610.0,12
2018-03-13,economy,7.0,40.0,95.0,515.0,0.13,0.18,us,0.0776699029126213,0.0736842105263157,0.0770491803278688,0.155,610.0,12
2018-03-13,education,10.0,49.0,95.0,515.0,0.06,0.04,us,0.0951456310679611,0.1052631578947368,0.0967213114754098,0.05,610.0,12
2018-03-13,environment,0.0,17.0,95.0,515.0,0.07,0.07,us,0.033009708737864,0.0,0.0278688524590163,0.07,610.0,12
2018-03-13,health,5.0,23.0,95.0,515.0,0.24,0.1699999999999999,us,0.0446601941747572,0.0526315789473684,0.0459016393442622,0.205,610.0,12
2018-03-13,immigration,12.0,23.0,95.0,515.0,0.07,0.13,us,0.0446601941747572,0.1263157894736842,0.0573770491803278,0.1,610.0,12
2018-03-13,international_affairs,9.0,22.0,95.0,515.0,0.01,0.02,us,0.0427184466019417,0.0947368421052631,0.0508196721311475,0.015,610.0,12
2018-03-13,tax,5.0,28.0,95.0,515.0,0.02,0.05,us,0.0543689320388349,0.0526315789473684,0.0540983606557377,0.035,610.0,12
2018-03-20,crime,3.0,13.0,118.0,647.0,0.08,0.04,us,0.0200927357032457,0.0254237288135593,0.0209150326797385,0.06,765.0,13
2018-03-20,defense,4.0,33.0,118.0,647.0,0.1,0.0699999999999999,us,0.0510046367851622,0.0338983050847457,0.0483660130718954,0.0849999999999999,765.0,13
2018-03-20,economy,18.0,114.0,118.0,647.0,0.11,0.2,us,0.1761978361669242,0.1525423728813559,0.1725490196078431,0.155,765.0,13
2018-03-20,education,17.0,50.0,118.0,647.0,0.06,0.07,us,0.0772797527047913,0.1440677966101695,0.0875816993464052,0.065,765.0,13
2018-03-20,environment,11.0,75.0,118.0,647.0,0.05,0.07,us,0.115919629057187,0.0932203389830508,0.1124183006535947,0.06,765.0,13
2018-03-20,health,16.0,47.0,118.0,647.0,0.22,0.14,us,0.0726429675425038,0.135593220338983,0.0823529411764705,0.18,765.0,13
2018-03-20,immigration,1.0,6.0,118.0,647.0,0.07,0.11,us,0.0092735703245749,0.0084745762711864,0.0091503267973856,0.09,765.0,13
2018-03-20,international_affairs,0.0,15.0,118.0,647.0,0.01,0.02,us,0.0231839258114374,0.0,0.0196078431372549,0.015,765.0,13
2018-03-20,tax,4.0,3.0,118.0,647.0,0.04,0.04,us,0.0046367851622874,0.0338983050847457,0.0091503267973856,0.04,765.0,13
2018-03-27,crime,7.0,6.0,80.0,364.0,0.06,0.06,us,0.0164835164835164,0.0875,0.0292792792792792,0.06,444.0,14
2018-03-27,defense,4.0,19.0,80.0,364.0,0.06,0.07,us,0.0521978021978022,0.05,0.0518018018018018,0.065,444.0,14
2018-03-27,economy,9.0,35.0,80.0,364.0,0.14,0.2,us,0.0961538461538461,0.1125,0.0990990990990991,0.17,444.0,14
2018-03-27,education,8.0,43.0,80.0,364.0,0.08,0.06,us,0.1181318681318681,0.1,0.1148648648648648,0.07,444.0,14
2018-03-27,environment,1.0,15.0,80.0,364.0,0.09,0.07,us,0.0412087912087912,0.0125,0.036036036036036,0.08,444.0,14
2018-03-27,health,6.0,34.0,80.0,364.0,0.2,0.16,us,0.0934065934065934,0.075,0.09009009009009,0.18,444.0,14
2018-03-27,immigration,7.0,17.0,80.0,364.0,0.08,0.1,us,0.0467032967032967,0.0875,0.054054054054054,0.09,444.0,14
2018-03-27,international_affairs,4.0,13.0,80.0,364.0,0.01,0.02,us,0.0357142857142857,0.05,0.0382882882882882,0.015,444.0,14
2018-03-27,tax,0.0,14.0,80.0,364.0,0.03,0.04,us,0.0384615384615384,0.0,0.0315315315315315,0.035,444.0,14
2018-04-03,crime,3.0,8.0,55.0,367.0,0.06,0.07,us,0.0217983651226158,0.0545454545454545,0.0260663507109004,0.065,422.0,15
2018-04-03,defense,0.0,15.0,55.0,367.0,0.09,0.09,us,0.0408719346049046,0.0,0.0355450236966824,0.09,422.0,15
2018-04-03,economy,13.0,32.0,55.0,367.0,0.11,0.16,us,0.0871934604904632,0.2363636363636363,0.1066350710900474,0.135,422.0,15
2018-04-03,education,6.0,43.0,55.0,367.0,0.09,0.05,us,0.1171662125340599,0.109090909090909,0.1161137440758293,0.07,422.0,15
2018-04-03,environment,6.0,28.0,55.0,367.0,0.06,0.09,us,0.0762942779291553,0.109090909090909,0.0805687203791469,0.075,422.0,15
2018-04-03,health,8.0,25.0,55.0,367.0,0.19,0.16,us,0.0681198910081744,0.1454545454545454,0.0781990521327014,0.175,422.0,15
2018-04-03,immigration,4.0,13.0,55.0,367.0,0.1,0.12,us,0.0354223433242506,0.0727272727272727,0.0402843601895734,0.11,422.0,15
2018-04-03,international_affairs,0.0,8.0,55.0,367.0,0.01,0.02,us,0.0217983651226158,0.0,0.0189573459715639,0.015,422.0,15
2018-04-03,tax,3.0,14.0,55.0,367.0,0.03,0.04,us,0.0381471389645776,0.0545454545454545,0.0402843601895734,0.035,422.0,15
2018-04-10,crime,5.0,5.0,120.0,486.0,0.07,0.06,us,0.0102880658436214,0.0416666666666666,0.0165016501650165,0.065,606.0,16
2018-04-10,defense,2.0,20.0,120.0,486.0,0.07,0.07,us,0.0411522633744856,0.0166666666666666,0.0363036303630363,0.07,606.0,16
2018-04-10,economy,54.0,140.0,120.0,486.0,0.13,0.17,us,0.2880658436213992,0.45,0.3201320132013201,0.15,606.0,16
2018-04-10,education,3.0,30.0,120.0,486.0,0.07,0.05,us,0.0617283950617283,0.025,0.0544554455445544,0.06,606.0,16
2018-04-10,environment,2.0,22.0,120.0,486.0,0.09,0.08,us,0.0452674897119341,0.0166666666666666,0.0396039603960396,0.0849999999999999,606.0,16
2018-04-10,health,11.0,21.0,120.0,486.0,0.2,0.17,us,0.0432098765432098,0.0916666666666666,0.0528052805280528,0.185,606.0,16
2018-04-10,immigration,12.0,31.0,120.0,486.0,0.1,0.12,us,0.0637860082304526,0.1,0.0709570957095709,0.11,606.0,16
2018-04-10,international_affairs,2.0,17.0,120.0,486.0,0.01,0.01,us,0.0349794238683127,0.0166666666666666,0.0313531353135313,0.01,606.0,16
2018-04-10,tax,0.0,21.0,120.0,486.0,0.02,0.02,us,0.0432098765432098,0.0,0.0346534653465346,0.02,606.0,16
2018-04-16,crime,0.0,9.0,67.0,380.0,0.06,0.04,us,0.0236842105263157,0.0,0.0201342281879194,0.05,447.0,17
2018-04-16,defense,4.0,25.0,67.0,380.0,0.0699999999999999,0.04,us,0.0657894736842105,0.0597014925373134,0.0648769574944071,0.0549999999999999,447.0,17
2018-04-16,economy,9.0,30.0,67.0,380.0,0.13,0.19,us,0.0789473684210526,0.1343283582089552,0.087248322147651,0.16,447.0,17
2018-04-16,education,7.0,30.0,67.0,380.0,0.07,0.06,us,0.0789473684210526,0.1044776119402985,0.0827740492170022,0.065,447.0,17
2018-04-16,environment,5.0,24.0,67.0,380.0,0.07,0.08,us,0.0631578947368421,0.0746268656716417,0.0648769574944071,0.075,447.0,17
2018-04-16,health,5.0,27.0,67.0,380.0,0.22,0.21,us,0.0710526315789473,0.0746268656716417,0.0715883668903803,0.215,447.0,17
2018-04-16,immigration,0.0,9.0,67.0,380.0,0.08,0.1,us,0.0236842105263157,0.0,0.0201342281879194,0.09,447.0,17
2018-04-16,international_affairs,2.0,15.0,67.0,380.0,0.01,0.01,us,0.0394736842105263,0.0298507462686567,0.0380313199105145,0.01,447.0,17
2018-04-16,tax,6.0,62.0,67.0,380.0,0.03,0.04,us,0.1631578947368421,0.0895522388059701,0.1521252796420581,0.035,447.0,17
2018-04-24,crime,2.0,9.0,78.0,439.0,0.05,0.06,us,0.020501138952164,0.0256410256410256,0.0212765957446808,0.055,517.0,19
2018-04-24,defense,5.0,22.0,78.0,439.0,0.09,0.0699999999999999,us,0.0501138952164009,0.0641025641025641,0.0522243713733075,0.0799999999999999,517.0,19
2018-04-24,economy,14.0,71.0,78.0,439.0,0.14,0.2,us,0.1617312072892938,0.1794871794871795,0.1644100580270793,0.17,517.0,19
2018-04-24,education,7.0,43.0,78.0,439.0,0.08,0.05,us,0.0979498861047836,0.0897435897435897,0.0967117988394584,0.065,517.0,19
2018-04-24,environment,2.0,28.0,78.0,439.0,0.09,0.08,us,0.0637813211845102,0.0256410256410256,0.058027079303675,0.0849999999999999,517.0,19
2018-04-24,health,7.0,44.0,78.0,439.0,0.22,0.15,us,0.1002277904328018,0.0897435897435897,0.0986460348162475,0.185,517.0,19
2018-04-24,immigration,4.0,10.0,78.0,439.0,0.06,0.09,us,0.0227790432801822,0.0512820512820512,0.0270793036750483,0.075,517.0,19
2018-04-24,international_affairs,4.0,29.0,78.0,439.0,0.0,0.02,us,0.0660592255125284,0.0512820512820512,0.0638297872340425,0.01,517.0,19
2018-04-24,tax,8.0,22.0,78.0,439.0,0.03,0.04,us,0.0501138952164009,0.1025641025641025,0.058027079303675,0.035,517.0,19
2018-05-01,crime,0.0,4.0,89.0,550.0,0.05,0.04,us,0.0072727272727272,0.0,0.0062597809076682,0.045,639.0,21
2018-05-01,defense,9.0,46.0,89.0,550.0,0.08,0.0699999999999999,us,0.0836363636363636,0.1011235955056179,0.0860719874804381,0.075,639.0,21
2018-05-01,economy,13.0,122.0,89.0,550.0,0.12,0.2,us,0.2218181818181818,0.146067415730337,0.2112676056338028,0.16,639.0,21
2018-05-01,education,17.0,71.0,89.0,550.0,0.07,0.08,us,0.1290909090909091,0.1910112359550561,0.137715179968701,0.075,639.0,21
2018-05-01,environment,10.0,61.0,89.0,550.0,0.07,0.08,us,0.1109090909090909,0.1123595505617977,0.1111111111111111,0.075,639.0,21
2018-05-01,health,6.0,25.0,89.0,550.0,0.24,0.16,us,0.0454545454545454,0.0674157303370786,0.0485133020344287,0.2,639.0,21
2018-05-01,immigration,7.0,3.0,89.0,550.0,0.09,0.12,us,0.0054545454545454,0.0786516853932584,0.0156494522691705,0.105,639.0,21
2018-05-01,international_affairs,2.0,15.0,89.0,550.0,0.0,0.01,us,0.0272727272727272,0.0224719101123595,0.0266040688575899,0.005,639.0,21
2018-05-01,tax,0.0,31.0,89.0,550.0,0.02,0.05,us,0.0563636363636363,0.0,0.0485133020344287,0.035,639.0,21
2018-05-08,crime,3.0,8.0,156.0,773.0,0.09,0.04,us,0.0103492884864165,0.0192307692307692,0.0118406889128094,0.065,929.0,22
2018-05-08,defense,6.0,48.0,156.0,773.0,0.09,0.08,us,0.0620957309184993,0.0384615384615384,0.0581270182992465,0.0849999999999999,929.0,22
2018-05-08,economy,15.0,108.0,156.0,773.0,0.12,0.16,us,0.1397153945666235,0.0961538461538461,0.1324004305705059,0.14,929.0,22
2018-05-08,education,19.0,112.0,156.0,773.0,0.04,0.07,us,0.1448900388098318,0.1217948717948717,0.1410118406889128,0.055,929.0,22
2018-05-08,environment,8.0,28.0,156.0,773.0,0.08,0.07,us,0.0362225097024579,0.0512820512820512,0.038751345532831,0.075,929.0,22
2018-05-08,health,20.0,69.0,156.0,773.0,0.23,0.18,us,0.0892626131953428,0.1282051282051282,0.0958019375672766,0.205,929.0,22
2018-05-08,immigration,6.0,9.0,156.0,773.0,0.05,0.12,us,0.0116429495472186,0.0384615384615384,0.0161463939720129,0.0849999999999999,929.0,22
2018-05-08,international_affairs,42.0,174.0,156.0,773.0,0.01,0.03,us,0.2250970245795601,0.2692307692307692,0.232508073196986,0.02,929.0,22
2018-05-08,tax,6.0,30.0,156.0,773.0,0.03,0.03,us,0.038809831824062,0.0384615384615384,0.038751345532831,0.03,929.0,22
2018-05-15,crime,5.0,103.0,73.0,549.0,0.07,0.04,us,0.1876138433515482,0.0684931506849315,0.1736334405144694,0.055,622.0,25
2018-05-15,defense,2.0,43.0,73.0,549.0,0.0699999999999999,0.05,us,0.0783242258652094,0.0273972602739726,0.0723472668810289,0.06,622.0,25
2018-05-15,economy,13.0,65.0,73.0,549.0,0.1,0.18,us,0.1183970856102003,0.1780821917808219,0.1254019292604501,0.14,622.0,25
2018-05-15,education,3.0,36.0,73.0,549.0,0.06,0.06,us,0.0655737704918032,0.0410958904109589,0.062700964630225,0.06,622.0,25
2018-05-15,environment,2.0,33.0,73.0,549.0,0.08,0.09,us,0.0601092896174863,0.0273972602739726,0.0562700964630225,0.0849999999999999,622.0,25
2018-05-15,health,14.0,23.0,73.0,549.0,0.24,0.18,us,0.0418943533697632,0.1917808219178082,0.0594855305466238,0.21,622.0,25
2018-05-15,immigration,4.0,4.0,73.0,549.0,0.08,0.08,us,0.0072859744990892,0.0547945205479452,0.0128617363344051,0.08,622.0,25
2018-05-15,international_affairs,0.0,40.0,73.0,549.0,0.01,0.02,us,0.0728597449908925,0.0,0.0643086816720257,0.015,622.0,25
2018-05-15,tax,3.0,12.0,73.0,549.0,0.03,0.04,us,0.0218579234972677,0.0410958904109589,0.0241157556270096,0.035,622.0,25
2018-05-22,crime,14.0,26.0,108.0,673.0,0.06,0.07,us,0.038632986627043,0.1296296296296296,0.0512163892445582,0.065,781.0,27
2018-05-22,defense,9.0,80.0,108.0,673.0,0.09,0.06,us,0.1188707280832095,0.0833333333333333,0.1139564660691421,0.075,781.0,27
2018-05-22,economy,17.0,135.0,108.0,673.0,0.13,0.18,us,0.200594353640416,0.1574074074074074,0.1946222791293214,0.155,781.0,27
2018-05-22,education,11.0,43.0,108.0,673.0,0.07,0.05,us,0.0638930163447251,0.1018518518518518,0.0691421254801536,0.06,781.0,27
2018-05-22,environment,2.0,42.0,108.0,673.0,0.08,0.08,us,0.0624071322436849,0.0185185185185185,0.056338028169014,0.08,781.0,27
2018-05-22,health,14.0,101.0,108.0,673.0,0.23,0.16,us,0.150074294205052,0.1296296296296296,0.147247119078105,0.195,781.0,27
2018-05-22,immigration,7.0,5.0,108.0,673.0,0.1,0.12,us,0.0074294205052005,0.0648148148148148,0.0153649167733674,0.11,781.0,27
2018-05-22,international_affairs,2.0,21.0,108.0,673.0,0.01,0.02,us,0.0312035661218424,0.0185185185185185,0.029449423815621,0.015,781.0,27
2018-05-22,tax,0.0,15.0,108.0,673.0,0.02,0.03,us,0.0222882615156017,0.0,0.0192061459667093,0.025,781.0,27
2018-05-29,crime,0.0,5.0,57.0,289.0,0.09,0.05,us,0.0173010380622837,0.0,0.0144508670520231,0.07,346.0,28
2018-05-29,defense,2.0,23.0,57.0,289.0,0.06,0.09,us,0.0795847750865051,0.0350877192982456,0.0722543352601156,0.075,346.0,28
